Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2020,June,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,454,380.9,406.6
2020,June,Ballarat,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,163,136.8,146.0
2020,June,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,545,457.3,488.2
2020,June,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1404,1178.0,1257.6
2020,June,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B43 Steal from a retail store,449,376.7,402.2
2020,June,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,74,62.1,66.3
2020,June,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,159,133.4,142.4
2020,June,Ballarat,Ballarat,B Property and deception offences,B40 Theft,B49 Other theft,830,696.4,743.4
2020,June,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,75,62.9,67.2
2020,June,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,212,177.9,189.9
2020,June,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B54 State false information,12,10.1,10.7
2020,June,Ballarat,Ballarat,B Property and deception offences,B50 Deception,B59 Other deception offences,1,0.8,0.9
2020,June,Ballarat,Ballarat,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing,1,0.8,0.9
2020,June,Ballarat,Ballarat,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,49,41.1,43.9
2020,June,Ballarat,Ballarat,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,15,12.6,13.4
2020,June,Ballarat,Ballarat,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,4,3.4,3.6
2020,June,Ballarat,Ballarat,C Drug offences,C30 Drug use and possession,C31 Drug use,4,3.4,3.6
2020,June,Ballarat,Ballarat,C Drug offences,C30 Drug use and possession,C32 Drug possession,140,117.5,125.4
2020,June,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,48,40.3,43.0
2020,June,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,117,98.2,104.8
2020,June,Ballarat,Ballarat,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,0.8,0.9
2020,June,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,3,2.5,2.7
2020,June,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,58,48.7,52.0
2020,June,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,22,18.5,19.7
2020,June,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,5,4.2,4.5
2020,June,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,13,10.9,11.6
2020,June,Ballarat,Ballarat,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,1,0.8,0.9
2020,June,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,3,2.5,2.7
2020,June,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,18,15.1,16.1
2020,June,Ballarat,Ballarat,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,3,2.5,2.7
2020,June,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.8,0.9
2020,June,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,344,288.6,308.1
2020,June,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,14,11.7,12.5
2020,June,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,8,6.7,7.2
2020,June,Ballarat,Ballarat,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,18,15.1,16.1
2020,June,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,471,395.2,421.9
2020,June,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,22,18.5,19.7
2020,June,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,358,300.4,320.7
2020,June,Ballarat,Ballarat,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,26,21.8,23.3
2020,June,Ballarat,Ballarat,F Other offences,F20 Transport regulation offences,F21 Public transport,2,1.7,1.8
2020,June,Ballarat,Ballarat,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.8,0.9
2020,June,Ballarat,Ballarat,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,1,0.8,0.9
2020,June,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,79,66.3,70.8
2020,June,Ballarat,Ballarat,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,3,2.5,2.7
2020,June,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,19,15.9,251.9
2020,June,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,6,5.0,79.5
2020,June,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",2,1.7,26.5
2020,June,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,17,14.3,225.3
2020,June,Ballarat,Pyrenees,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,6,5.0,79.5
2020,June,Ballarat,Pyrenees,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,13,10.9,172.3
2020,June,Ballarat,Pyrenees,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,0.8,13.3
2020,June,Ballarat,Pyrenees,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,1,0.8,13.3
2020,June,Ballarat,Pyrenees,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,4,3.4,53.0
2020,June,Ballarat,Pyrenees,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,2,1.7,26.5
2020,June,Ballarat,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,4,3.4,53.0
2020,June,Ballarat,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,7,5.9,92.8
2020,June,Ballarat,Pyrenees,B Property and deception offences,B10 Arson,B11 Cause damage by fire,5,4.2,66.3
2020,June,Ballarat,Pyrenees,B Property and deception offences,B10 Arson,B12 Cause a bushfire,5,4.2,66.3
2020,June,Ballarat,Pyrenees,B Property and deception offences,B10 Arson,B19 Other fire related offences,4,3.4,53.0
2020,June,Ballarat,Pyrenees,B Property and deception offences,B20 Property damage,B21 Criminal damage,50,42.0,662.8
2020,June,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,26,21.8,344.6
2020,June,Ballarat,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,19,15.9,251.9
2020,June,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,8,6.7,106.0
2020,June,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,29,24.3,384.4
2020,June,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B43 Steal from a retail store,1,0.8,13.3
2020,June,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,5,4.2,66.3
2020,June,Ballarat,Pyrenees,B Property and deception offences,B40 Theft,B49 Other theft,39,32.7,517.0
2020,June,Ballarat,Pyrenees,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,2,1.7,26.5
2020,June,Ballarat,Pyrenees,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,6,5.0,79.5
2020,June,Ballarat,Pyrenees,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,1,0.8,13.3
2020,June,Ballarat,Pyrenees,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,2,1.7,26.5
2020,June,Ballarat,Pyrenees,C Drug offences,C30 Drug use and possession,C32 Drug possession,4,3.4,53.0
2020,June,Ballarat,Pyrenees,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,15,12.6,198.8
2020,June,Ballarat,Pyrenees,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,1,0.8,13.3
2020,June,Ballarat,Pyrenees,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,1,0.8,13.3
2020,June,Ballarat,Pyrenees,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,2,1.7,26.5
2020,June,Ballarat,Pyrenees,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,1,0.8,13.3
2020,June,Ballarat,Pyrenees,D Public order and security offences,D40 Public security offences,D43 Hacking,1,0.8,13.3
2020,June,Ballarat,Pyrenees,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,7,5.9,92.8
2020,June,Ballarat,Pyrenees,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,6,5.0,79.5
2020,June,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,26,21.8,344.6
2020,June,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,5,4.2,66.3
2020,June,Ballarat,Pyrenees,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,1,0.8,13.3
2020,June,Ballarat,Pyrenees,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences,1,0.8,13.3
2020,June,Ballarat,Pyrenees,F Other offences,F30 Other government regulatory offences,F39 Other government regulatory offences,2,1.7,26.5
2020,June,Ballarat,Pyrenees,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,2,1.7,26.5
2020,June,Ballarat,Pyrenees,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,2,1.7,26.5
2020,June,Ballarat,Pyrenees,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.7,26.5
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,4,2.1,3.1
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,110,56.5,84.4
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,148,76.0,113.6
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",36,18.5,27.6
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,190,97.6,145.8
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,155,79.6,119.0
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,95,48.8,72.9
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,0.5,0.8
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,3,1.5,2.3
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,25,12.8,19.2
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,3,1.5,2.3
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,2,1.0,1.5
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion,2,1.0,1.5
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,19,9.8,14.6
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,16,8.2,12.3
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,14,7.2,10.7
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,13,6.7,10.0
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,27,13.9,20.7
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,50,25.7,38.4
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,7,3.6,5.4
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,11,5.7,8.4
2020,June,Banyule-Nillumbik,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,23,11.8,17.7
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B10 Arson,B11 Cause damage by fire,32,16.4,24.6
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B10 Arson,B19 Other fire related offences,1,0.5,0.8
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B20 Property damage,B21 Criminal damage,508,261.0,389.9
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B20 Property damage,B22 Graffiti,69,35.5,53.0
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B20 Property damage,B29 Other property damage offences,6,3.1,4.6
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,52,26.7,39.9
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1,0.5,0.8
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,470,241.5,360.7
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,174,89.4,133.5
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,221,113.6,169.6
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,1073,551.3,823.5
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B43 Steal from a retail store,220,113.0,168.8
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,69,35.5,53.0
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,183,94.0,140.5
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B40 Theft,B49 Other theft,435,223.5,333.9
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,53,27.2,40.7
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,328,168.5,251.7
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B54 State false information,12,6.2,9.2
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,2,1.0,1.5
2020,June,Banyule-Nillumbik,Banyule,B Property and deception offences,B50 Deception,B59 Other deception offences,5,2.6,3.8
2020,June,Banyule-Nillumbik,Banyule,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,61,31.3,46.8
2020,June,Banyule-Nillumbik,Banyule,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,14,7.2,10.7
2020,June,Banyule-Nillumbik,Banyule,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,5,2.6,3.8
2020,June,Banyule-Nillumbik,Banyule,C Drug offences,C30 Drug use and possession,C31 Drug use,1,0.5,0.8
2020,June,Banyule-Nillumbik,Banyule,C Drug offences,C30 Drug use and possession,C32 Drug possession,232,119.2,178.1
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,34,17.5,26.1
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,133,68.3,102.1
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,4,2.1,3.1
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,5,2.6,3.8
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,22,11.3,16.9
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,9,4.6,6.9
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,2,1.0,1.5
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,7,3.6,5.4
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,3,1.5,2.3
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,3,1.5,2.3
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D30 Public nuisance offences,D33 Begging,1,0.5,0.8
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,42,21.6,32.2
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,2,1.0,1.5
2020,June,Banyule-Nillumbik,Banyule,D Public order and security offences,D40 Public security offences,D43 Hacking,2,1.0,1.5
2020,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.5,0.8
2020,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,56,28.8,43.0
2020,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,10,5.1,7.7
2020,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,18,9.2,13.8
2020,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,6,3.1,4.6
2020,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,416,213.8,319.3
2020,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,48,24.7,36.8
2020,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,768,394.6,589.4
2020,June,Banyule-Nillumbik,Banyule,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,100,51.4,76.7
2020,June,Banyule-Nillumbik,Banyule,F Other offences,F20 Transport regulation offences,F21 Public transport,2,1.0,1.5
2020,June,Banyule-Nillumbik,Banyule,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences,1,0.5,0.8
2020,June,Banyule-Nillumbik,Banyule,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,1,0.5,0.8
2020,June,Banyule-Nillumbik,Banyule,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,41,21.1,31.5
2020,June,Banyule-Nillumbik,Banyule,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.0,1.5
2020,June,Banyule-Nillumbik,Banyule,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences,1,0.5,0.8
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,2,1.0,3.1
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,30,15.4,46.6
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,35,18.0,54.4
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",11,5.7,17.1
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,59,30.3,91.7
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,33,17.0,51.3
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,45,23.1,70.0
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,1,0.5,1.6
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,2,1.0,3.1
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,1,0.5,1.6
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,2,1.0,3.1
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,5,2.6,7.8
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,4,2.1,6.2
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,3,1.5,4.7
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,7,3.6,10.9
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,14,7.2,21.8
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,15,7.7,23.3
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,0.5,1.6
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A82 Neglect or ill treatment of people,1,0.5,1.6
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,7,3.6,10.9
2020,June,Banyule-Nillumbik,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,8,4.1,12.4
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B10 Arson,B11 Cause damage by fire,7,3.6,10.9
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B10 Arson,B19 Other fire related offences,9,4.6,14.0
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B20 Property damage,B21 Criminal damage,151,77.6,234.8
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B20 Property damage,B22 Graffiti,25,12.8,38.9
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B20 Property damage,B29 Other property damage offences,2,1.0,3.1
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,8,4.1,12.4
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,1,0.5,1.6
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,109,56.0,169.5
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,53,27.2,82.4
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,54,27.7,84.0
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,224,115.1,348.2
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B43 Steal from a retail store,40,20.6,62.2
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,22,11.3,34.2
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,31,15.9,48.2
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B40 Theft,B49 Other theft,144,74.0,223.9
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,5,2.6,7.8
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,88,45.2,136.8
2020,June,Banyule-Nillumbik,Nillumbik,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,1,0.5,1.6
2020,June,Banyule-Nillumbik,Nillumbik,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,17,8.7,26.4
2020,June,Banyule-Nillumbik,Nillumbik,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,4,2.1,6.2
2020,June,Banyule-Nillumbik,Nillumbik,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,2,1.0,3.1
2020,June,Banyule-Nillumbik,Nillumbik,C Drug offences,C30 Drug use and possession,C32 Drug possession,60,30.8,93.3
2020,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,15,7.7,23.3
2020,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,17,8.7,26.4
2020,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences,2,1.0,3.1
2020,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,0.5,1.6
2020,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,4,2.1,6.2
2020,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,4,2.1,6.2
2020,June,Banyule-Nillumbik,Nillumbik,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,9,4.6,14.0
2020,June,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,14,7.2,21.8
2020,June,Banyule-Nillumbik,Nillumbik,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,3,1.5,4.7
